"Id","Expected"
23644,3.75829014534544
63356,3.75829014534544
32500,3.75829014534544
38986,3.75829014534544
72368,3.75829014534544
57699,3.75829014534544
8686,3.75829014534544
27241,3.75829014534544
55617,3.75829014534544
21665,3.75829014534544
43665,3.75829014534544
6525,3.75829014534544
81606,3.75829014534544
16562,3.75829014534544
12924,3.75829014534544
74030,3.75829014534544
32240,3.75829014534544
26177,3.75829014534544
30914,3.75829014534544
84956,3.75829014534544
81544,3.75829014534544
23327,3.75829014534544
51302,3.75829014534544
82259,3.75829014534544
13327,3.75829014534544
40579,3.75829014534544
31520,3.75829014534544
18295,3.75829014534544
156,3.75829014534544
47423,3.75829014534544
24423,3.75829014534544
61786,3.75829014534544
6377,3.75829014534544
27511,3.75829014534544
71064,3.75829014534544
77558,3.75829014534544
64229,3.75829014534544
22659,3.75829014534544
21731,3.75829014534544
52631,3.75829014534544
219,3.75829014534544
19770,3.75829014534544
25480,3.75829014534544
45585,3.75829014534544
46241,3.75829014534544
16141,3.75829014534544
41559,3.75829014534544
11836,3.75829014534544
22550,3.75829014534544
75769,3.75829014534544
43641,3.75829014534544
14018,3.75829014534544
3312,3.75829014534544
51567,3.75829014534544
74832,3.75829014534544
35638,3.75829014534544
79164,3.75829014534544
17453,3.75829014534544
58730,3.75829014534544
48821,3.75829014534544
75917,3.75829014534544
45396,3.75829014534544
46054,3.75829014534544
43085,3.75829014534544
18575,3.75829014534544
57244,3.75829014534544
17401,3.75829014534544
75385,3.75829014534544
14327,3.75829014534544
46369,3.75829014534544
59122,3.75829014534544
29559,3.75829014534544
82452,3.75829014534544
6241,3.75829014534544
47343,3.75829014534544
8204,3.75829014534544
82859,3.75829014534544
67463,3.75829014534544
37260,3.75829014534544
7375,3.75829014534544
24187,3.75829014534544
24083,3.75829014534544
59697,3.75829014534544
14007,3.75829014534544
18246,3.75829014534544
77234,3.75829014534544
36944,3.75829014534544
16007,3.75829014534544
54644,3.75829014534544
56424,3.75829014534544
46380,3.75829014534544
48543,3.75829014534544
64125,3.75829014534544
64655,3.75829014534544
83199,3.75829014534544
9778,3.75829014534544
20528,3.75829014534544
15501,3.75829014534544
82677,3.75829014534544
12610,3.75829014534544
52299,3.75829014534544
64810,3.75829014534544
30752,3.75829014534544
37117,3.75829014534544
11748,3.75829014534544
19000,3.75829014534544
11215,3.75829014534544
74301,3.75829014534544
47225,3.75829014534544
55140,3.75829014534544
15466,3.75829014534544
22013,3.75829014534544
11283,3.75829014534544
71275,3.75829014534544
19097,3.75829014534544
13802,3.75829014534544
16365,3.75829014534544
83269,3.75829014534544
61195,3.75829014534544
18916,3.75829014534544
14299,3.75829014534544
10013,3.75829014534544
40864,3.75829014534544
48937,3.75829014534544
52246,3.75829014534544
66736,3.75829014534544
36812,3.75829014534544
